N_intervals,start_time,end_time,days_covered,switches,switches_per_day,duty_full_pct,duty_half_pct,tariff_inr_per_kwh,policy_total_energy_kwh,policy_total_cost_inr,policy_total_hashes,policy_hashes_per_kwh,policy_hashes_per_j,always_full_energy_kwh,always_full_cost_inr,always_full_hashes,always_full_hashes_per_kwh,always_full_hashes_per_j,always_half_energy_kwh,always_half_cost_inr,always_half_hashes,always_half_hashes_per_kwh,always_half_hashes_per_j,iso_hash_alpha_full,iso_hash_energy_kwh,iso_hash_cost_inr,iso_hash_hashes,iso_hash_hashes_per_kwh,iso_hash_hashes_per_j
25989,2025-10-02 00:00:00,2025-12-31 23:55:00,90.99652777777777,302,3.3188079520738736,80.03770826118742,19.962291738812574,7.0,486.09361350452923,3402.6552945317044,93577593324.53787,192509407.08700743,53.47483530194652,547.9470263228111,3835.6291842596775,103708355667.52481,189267120.15118644,52.57420004199625,238.09576461611735,1666.6703523128215,52958860191.06228,222426720.93074834,61.78520025854121,0.800377082611874,486.09361350452906,3402.6552945317035,93577593324.53787,192509407.0870075,53.47483530194653
